companyName,productName,description,maxPrice,Price_Category
"BELFAR LTDA",DIPIGINA,"500 MG/ML SOL OR CT FR VD AMB X 10 ML",4.36,Affordable
"ERIOCHEM ZENITEC LTDA - ME",SORITTO,"0.1MG/ML + 9.0MG/ML",4.36,Affordable
"HALEX ISTAR INDUSTRIA FARMACEUTICA SA","CLORETO DE SODIO","BOLSA 250ML",4.36,Affordable
"EUROFARMA LABORATORIOS S.A.",DIACQUA,"25 MG COM CT BL AL PLAS INC X 10",4.36,Affordable
"LABORATORIO FARMACEUTICO ELOFAR LTDA",MOBEN,"CX C/1 X 6 COM",4.36,Affordable
"APOTEX DO BRASIL LTDA",GLIBENCLAMIDA,"COMP. 5MG CX 1 BL X 30",4.36,Affordable
"GREENPHARMA QUIMICA E FARMACEUTICA LTDA",BENZOL,"40 MG/ML SUS OR CT FR VD AMB X 10 ML",4.36,Affordable
"SCHERING-PLOUGH INDUSTRIA FARMACEUTICA LTDA",ORMIGREIN,"COM CT  ENV AL  X 10",4.35,Affordable
"BRASTERAPICA INDUSTRIA FARMACEUTICA LTDA",FUROSEMIN,"40 MG COM CT BL AL PLAS INC X 20",4.35,Affordable
"GREENPHARMA QUIMICA E FARMACEUTICA LTDA",MEDAZOL,"20 MG/ML SUS OR CT FR VD AMB X 30 ML + CP MED",4.35,Affordable
"UNIAO QUIMICA FARMACEUTICA NACIONAL S/A",HALOPERIDOL,"2 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML",4.35,Affordable
"UNIAO QUIMICA FARMACEUTICA NACIONAL S/A","UNI HALOPER","2 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML",4.35,Affordable
"SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA",INFLADOREN,"50 MG DRG CX. C/ 20",4.35,Affordable
"LABORATORIO FARMACEUTICO ELOFAR LTDA",METILSEDOR,"FR C/ 10 ML GOTAS",4.35,Affordable
"COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.",MIRADOR,"500 MG COM CT BL AL PLAS INC X 12",4.35,Affordable
"FRESENIUS KABI BRASIL LTDA",FRUTOSE,"500 ML 5%",4.34,Affordable
"LABORATORIO GENOMA INDUSTRIA COM EXP E IMPORTACAO LTDA",REDUXGEN,"5 MG COM CT 01 BL AL PLAS INC X 30",4.34,Affordable
"SANVAL COMERCIO E INDUSTRIA LTDA",PIROXIL,"20 MG CAP CX CT 01 BL X 10",4.34,Affordable
"CIMED INDUSTRIA DE MEDICAMENTOS LTDA","CLORIDRATO DE METOCLOPRAMIDA","4 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML",4.34,Affordable
"NATIVITA IND. COM. LTDA.",TILENATI,"200 MG/ML SOL OR CT FR GOT PLAS OPC  X 10 ML",4.34,Affordable
"SANOFI-SYNTHELABO FARMACEUTICA LTDA",NEO-SINEFRINA,"12.5 MG - GTS - FR - 1 FR 10ML",4.34,Affordable
"PRATI DONADUZZI & CIA LTDA","SULFATO DE SALBUTAMOL","0.4 MG/ML XPE CT FR PLAS OPC X 120 ML + CP MED",4.33,Affordable
"APOTEX DO BRASIL LTDA",GLIBENCLAMIDA,"COMP. 5MG CX 3 BL X 10",4.33,Affordable
"UNIAO QUIMICA FARMACEUTICA NACIONAL S/A",PREDNISONA,"5 MG COM CT BL AL PLAS INC X 10",4.33,Affordable
"ROYTON QUIMICA FARMACEUTICA LTDA",DIURETIC,"50 MG COM CT BL AL PLAS INC X 20",4.33,Affordable
"BIOSINTETICA FARMACEUTICA LTDA","DIPIRONA SODICA","500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML",4.33,Affordable
"LABORATORIO FARMACEUTICO CARESSE LTDA ME","PASTA D'AGUA","SOL TOP FR PLA OPC GOT X 140 G",4.33,Affordable
"LABORATORIO FARMACEUTICO CARESSE LTDA ME","PASTA D'AGUA MENTOLADA","SOL TOP FR OPC GOT X 140 G",4.33,Affordable
"BIOSINTETICA FARMACEUTICA LTDA",MANITOL,"20% FR 250 ML",4.33,Affordable
"PHARMACIA BRASIL LTDA",DRENOL,"30 COMPRIMIDOS",4.33,Affordable
"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA",BENZILPEN,"5000000 UI PO SOL INJ CT FA VD INC",4.33,Affordable
"LABORATORIO NEO QUIMICA COMERCIO E INDUSTRIA LTDA","PROPIONATO DE CLOBETASOL","0.5 MG/G CREM DERM CT BG AL X 15 G",4.33,Affordable
"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA",HEMAREG,"100 MG COM CT BL AL PLAS TRANS X 12",4.33,Affordable
"MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.","cetoconazol+dipropionato de betametasona","20 MG/G +0.64MG/G CREM DERM CT BG AL X 10G",4.32,Affordable
"PHARMASCIENCE INDUSTRIA FARMACEUTICA EIRELI",NASORUB,"28.2 MG/G + 52.6 MG/G + 13.3 MG/G UNGUENTO LT X 9 G",4.32,Affordable
"EUROFARMA LABORATORIOS S.A.",MUSCULARE,"5MG COM REV CT BL AL PLAS INC X 7",4.32,Affordable
"EMS S/A",DIAZEPAM,"(B1) 5 MG 2 BL X 10 COMP",4.32,Affordable
"GERMED FARMACEUTICA LTDA","DIPIRONA SODICA","500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML",4.32,Affordable
"RANBAXY FARMACEUTICA LTDA","DICLOFENACO SODICO","50 MG COM REV CT BL AL PLAS INC X 10",4.32,Affordable
"ISOFARMA INDUSTRIAL FARMACEUTICA LTDA","ISOFARMA - AGUA PARA INJECAO","SOL INJ CX 25 AMP POLIET INC X 4 ML",4.32,Affordable
"ISOFARMA INDUSTRIAL FARMACEUTICA LTDA","ISOFARMA - AGUA PARA INJECAO","SOL INJ CX 100 AMP POLIET INC X 1 ML",4.32,Affordable
"LABORATORIOS SINTOMED LTDA",DORALFEN,"FR 10ML",4.32,Affordable
"LABORATORIO KINDER LTDA",TILEKIN,"GOTAS 200MG/ML (CX C/ 01 FR C/ 15 ML) - PARACETAMOL",4.31,Affordable
"LABORATORIO MADREVITA LTDA",VASELINA,"OLEO FR PLASTICO TRANSPARENTE X 100 ML",4.31,Affordable
"LABORATORIO TEUTO BRASILEIRO S/A",TYLIDOL,"200 MG/ML SOL OR FR PLAS GOT X 15 ML",4.31,Affordable
"1FARMA INDUSTRIA FARMACEUTICA LTDA",MENTALOL,"POTE C/ 30 G",4.31,Affordable
"UNIAO QUIMICA FARMACEUTICA NACIONAL S/A","UNI FENICOL","SOL OFT CT FR PLAS OPC GOT X 10 ML",4.31,Affordable
"NEOLATINA COMERCIO E INDUSTRIA FARMACEUTICA S.A","DICLOF. DE SODIO","INJ 75MG (CX C/5 AMP C/3ML)",4.31,Affordable
"LABORATORIO AMERICANO DE FARMACOTERAPIA S/A",LISAGLUCON,"5 MG COMP CT BL AL PLAST INC X 20",4.31,Affordable
"SCHERING-PLOUGH INDUSTRIA FARMACEUTICA LTDA",GINOSUTIN,"500 MG COMP REV CARTUCHO 2 ENV X 4",4.30,Affordable
"EMS S/A",LINCOMICINA,"HCL 600MG AD C/1 AMPX2ML",4.30,Affordable
"BELFAR LTDA",DIPIGINA,"500 MG COM CT BL AL PLAS INC X 10",4.30,Affordable
"AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA","CEFALOTINA SODICA","1G PO P/ SOL INJ CT FA VD INC + DIL AMP PLAS INC  X 5 ML",4.29,Affordable
"EUROFARMA LABORATORIOS S.A.",MELOCOX,"10 MG/ML SOL INJ CT AMP VD INC X 1.5 ML",4.29,Affordable
"HIPOLABOR FARMACEUTICA LTDA","DICLO SODICO","POT.15MG/ML FR 15ML",4.29,Affordable
"MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.",VOMISTOP,"COM CX BL AL PLAS X 20",4.29,Affordable
"UCI - FARMA INDUSTRIA FARMACEUTICA LTDA",HALOPSITOL,"2 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML",4.29,Affordable
"NEOLATINA COMERCIO E INDUSTRIA FARMACEUTICA S.A",DUCTOPRIL,"COMP 12.5MG (CX C/01 BL C/15)",4.28,Affordable
"LABORATORIO AMERICANO DE FARMACOTERAPIA S/A",NITRAZEPOL,"5MG COMP CT BL AL PLAST INC X 20 (PORT. 344/98 - L",4.28,Affordable
"ALLERGAN PRODUTOS FARMACEUTICOS LTDA",DEXAMINOR,"BISNAGA - POM - 3.5G",4.28,Affordable
"EMS SIGMA PHARMA LTDA",ALFRON,"0.25 MG COM CT BL AL PVDC BCO LEIT X 20",4.28,Affordable
"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",PANVERMIN,"20 MG/ML SUS OR CT FR VD AMB X 30 ML",4.28,Affordable
"LABORATORIO AMERICANO DE FARMACOTERAPIA S/A",PSICOSEDIN,"10 MG COM REV CT BL AL PLAS INC X 20",4.28,Affordable
"LABORATORIO NEO QUIMICA COMERCIO E INDUSTRIA LTDA","NEO GENTAMICIN","80 MG SOL INJ CT AMP VD INC X 2 ML",4.28,Affordable
"LABORATORIO TEUTO BRASILEIRO S/A",FENOBARBITAL,"100 MG COM CT BL AL PLAS X 20",4.28,Affordable
"PHARLAB INDUSTRIA FARMACEUTICA S.A.",atenolol,"25 MG COM CT BL AL PLAS INC X 14",4.28,Affordable
"PRATI DONADUZZI & CIA LTDA",CLONAZEPAM,"0.5 MG COM CT BL AL PLAS PVDC TRANS X 20",4.28,Affordable
"BIOSINTETICA FARMACEUTICA LTDA",PANTOPEPT,"20 MG/ML + 20 MG/ML SOL OR CT FR VD AMB X 30 ML",4.28,Affordable
"EUROFARMA LABORATORIOS S.A.",MEGAPEN,"CX C/ FR AMP 5.000.000 UI",4.28,Affordable
"LABORATORIOS GEMBALLA LTDA",CONTRADOL,"100MG CX. FR. GTS. 15ML",4.28,Affordable
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",MINEROLEO,"100% - FR. X 200ML",4.28,Affordable
"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA",CEFLEN,"1 G PO LIOF INJ CT 1 FA VD INC",4.28,Affordable
"LABORATORIO FARMACEUTICO ELOFAR LTDA",OXIZINCO,"BG C/ 45G",4.28,Affordable
"ABBOTT LABORATORIOS DO BRASIL LTDA",DIPIRONA,"500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML",4.27,Affordable
"SUN FARMACEUTICA DO BRASIL LTDA",CLONAZEPAM,"0.5 MG COM CT BL AL PVC X 20",4.27,Affordable
"LABORATORIO AMERICANO DE FARMACOTERAPIA S/A",EUCIL,"10 MG COM CT BL AL PLAS INC X 20",4.27,Affordable
"NEOLATINA COMERCIO E INDUSTRIA FARMACEUTICA S.A",ANGINIDE,"COMP SUB-LING. 10MG (CX C/2 BL C/15)",4.26,Affordable
"aster produtos medicos ltda","ENEMA DE GLICERINA","25% FR 250 ML",4.26,Affordable
"MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.",PRESSOFLUX,"80 MG COM CT FR VD INC X 20",4.26,Affordable
"LABORATORIOS GEMBALLA LTDA",PACEMOL,"750MG CX. STRIP C/ 12 COMP.",4.26,Affordable
"HALEX ISTAR INDUSTRIA FARMACEUTICA SA",CEFALOTIM,"1 G PO INJ CT FA VD INC + AMP DIL X 4 ML",4.26,Affordable
"CELLERA FARMACEUTICA S.A.",VERZOL,"CX C/ 6 COMP",4.26,Affordable
"SANOFI MEDLEY FARMACEUTICA LTDA.",DESONIDA,"0.5 MG/G POM DERM CT BG AL X 10 G",4.26,Affordable
"THEODORO F SOBRAL & CIA LTDA","SULFATO DE SALBUTAMOL","0.4 MG/ML XPE CT FR PLAS AMB X 100 ML + CP MED",4.26,Affordable
"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",PREDNISONA,"5 MG COM CT BL AL PLAS INC X 10",4.26,Affordable
"PRATI DONADUZZI & CIA LTDA",MEBENDAZOL,"20 MG/ML SUS OR CT FR VD AMB X 30ML",4.25,Affordable
"PRATI DONADUZZI & CIA LTDA",MEBENDAZOL,"20 MG/ML SUS OR CT FR PLAS OPC X 30 ML",4.25,Affordable
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.",AROVIT,"150000 UI SOL ORAL FR C/20 ML",4.25,Affordable
"PRODOTTI LABORATORIO FARMACEUTICO LTDA.",PLAMIDA,"FR 10ML GOTAS",4.25,Affordable
"NEOLATINA COMERCIO E INDUSTRIA FARMACEUTICA S.A",ANFENICOL,"COLIRIO 4MG/ML (FR C/10ML)",4.25,Affordable
"JP INDUSTRIA FARMACEUTICA S/A",FISIOLOGICO,"0.9% 1000 ML AMP SOL INJ CX COM 10",4.25,Affordable
"aster produtos medicos ltda",GLICOSE,"10% FR 1000 ML",4.25,Affordable
"PHARMASCIENCE INDUSTRIA FARMACEUTICA EIRELI","LEITE MAGNESIA","120 ML",4.24,Affordable
"PHARMASCIENCE INDUSTRIA FARMACEUTICA EIRELI","LEITE MAGNESIA","120 ML MENTA",4.24,Affordable
"NEOLATINA COMERCIO E INDUSTRIA FARMACEUTICA S.A",ALBENZONIL,"40 MG/ML SUS OR CT FR VD AMB X 10 ML",4.24,Affordable
"SEGMENTA FARMACEUTICA LTDA.","LABORIODINE DEGERMANTE","IODOPOLIVIDONA 10% (SOLUCAO COM TENSOATIVO) FRASCO DE PLASTICO OPACO 100 ML",4.24,Affordable
"SEGMENTA FARMACEUTICA LTDA.","LABORIODINE TINTURA","IODOPOLIVIDONA 10% (SOLUCAO HIDROALCOOLICA) FRASCO DE PLASTICO OPACO 100 ML",4.24,Affordable
"GREENPHARMA QUIMICA E FARMACEUTICA LTDA",PIROGREEN,"20 MG CAP GEL DURA CT BL AL PLAS INC X 10",4.24,Affordable
"MANTECORP INDUSTRIA QUIMICA E FARMACEUTICA S.A.",CIZAX,"5 MG COM CT BL AL PLAS INC X 4",4.23,Affordable
"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",ZAPRIN,"5 MG COM CT BL AL PLAS INC X 8",4.23,Affordable
"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A","CLORIDRATO DE CICLOBENZAPRINA","5 MG COM CT BL AL PLAS INC X 8",4.23,Affordable
"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",ZOLDAN,"40 MG/ML SUS OR CT FR VD AMB X 10 ML",4.23,Affordable
"TORRENT DO BRASIL LTDA",CLONOTRIL,"0.5 MG COM CT BL AL/PVC X 20",4.23,Affordable
"NEOLATINA COMERCIO E INDUSTRIA FARMACEUTICA S.A","SULFATO DE SALBUTAMOL","0.4 MG/ML XPE CT FR VD AMB X 120 ML + CP MED",4.22,Affordable
"LABORATORIO GLOBO LTDA",FUROSECORD,"40 MG COM CT BL AL PLAS AMB X 20",4.22,Affordable
"LABORATORIO TEUTO BRASILEIRO S/A",DIURIX,"25 MG COM CT BL AL PLAS INC X 20",4.22,Affordable
"HIPOLABOR FARMACEUTICA LTDA","SULFATO DE SALBUTAMOL","0.4 MG/ML XPE CT FR VD AMB X 120 ML + CP MED",4.22,Affordable
"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",AMPRAX,"40 MG COM CT BL AL PLAS INC X 30",4.22,Affordable
"LABORATORIO KINDER LTDA",TILEKIN,"GOTAS 200MG/ML (CX C/ 01 FR C/ 10 ML) - PARACETAMOL",4.21,Affordable
"NOVARTIS BIOCIENCIAS S.A",CEFALEXINA,"500 MG COM REV CT BL AL PLAS INC X 40",4.21,Affordable
"UNIAO QUIMICA FARMACEUTICA NACIONAL S/A",DIAZEPAM,"5 MG/ML SOL INJ CX 10 AMP VD AMB X 2 ML",4.21,Affordable
"EMS SIGMA PHARMA LTDA",PARACETAMOL,"200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML",4.21,Affordable
"TAKEDA PHARMA LTDA.",PANFUGAN,"SUS SABOR MORANGO FR C/ 40 ML",4.21,Affordable
"Hypera S.A.","NEO HIDROCLOR","50 MG COM CT BL AL PLAS INC X 20",4.21,Affordable
"SANOFI MEDLEY FARMACEUTICA LTDA.",ACETOFEN,"FR C/ 10 ML",4.20,Affordable
"MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.",DIPIMED,"FRS. C/ 20ML",4.20,Affordable
"Quimifar Ltda.",POLIHELMIN,"20 MG/ML SUS OR FR VD AMB X 30 ML",4.20,Affordable
"Quimifar Ltda.",PRURIDERM,"200 MG/ML SOL TOP CT FR VD AMB X 60 ML",4.20,Affordable
"ABBOTT LABORATORIOS DO BRASIL LTDA",ALBENDAZOL,"400 MG COM MAST CT BL AL PLAS INC X 1",4.20,Affordable
"UNIAO QUIMICA FARMACEUTICA NACIONAL S/A",IRONFER,"DRG CT STR X 20",4.20,Affordable
"TORRENT DO BRASIL LTDA","cloridrato de metformina","500 MG COM LIB PROL CT BL AL/ AL X 30",4.20,Affordable
"GERMED FARMACEUTICA LTDA","cloridrato de metformina","500 MG COM LIB PROL CT BL AL PLAS OPC X 30",4.20,Affordable
"Ache Laboratorios Farmaceuticos S.A",IODEPOL,"XPE CT FR VD AMB X 120ML",4.19,Affordable
"CIFARMA CIENTIFICA FARMACEUTICA LTDA",CLORIZIN,"25MG COM CT BL AL PLAS INC X 20",4.19,Affordable
"BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.",EFORTIL,"7.5 MG/ML SOL OR CT FR VD CGT X 20 ML",4.19,Affordable
"SANOFI-AVENTIS FARMACEUTICA LTDA",CEPACOL,"1.34 MG PAST CT POUCH AL X 16 TRADICIONAL",4.19,Affordable
"SANOFI-AVENTIS FARMACEUTICA LTDA",CEPACOL,"1.34 MG PAST CT POUCH AL X 16 CEREJA - HORTELA",4.19,Affordable
"SANOFI-AVENTIS FARMACEUTICA LTDA",CEPACOL,"1.34 MG PAST CT POUCH AL X 16 MENTA",4.19,Affordable
"EUROFARMA LABORATORIOS S.A.",CETOPROFENO,"IV 100MG - PO LIOF SOL INJ",4.19,Affordable
"HALEX ISTAR INDUSTRIA FARMACEUTICA SA",GLICERINA,"FR 250ML",4.19,Affordable
"CHIESI FARMACEUTICA LTDA",FERROCOMPLEX,"SOL OR CT FR VD AMB X 100 ML",4.18,Affordable
"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA",CINADERM,"3.5 MG POM DERM CT BG AL X 10 G",4.18,Affordable
"BIOLAB FARMA GENERICOS LTDA",CARBOLIM,"300 MG COM CT BL AL PLAS TRANS X 10",4.18,Affordable
"LABORATORIO TEUTO BRASILEIRO S/A",HALOPER,"5 MG COM CT BL AL PLAS INC X 20",4.18,Affordable
"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA","SULFATO DE SALBUTAMOL","2 MG/5ML XPE CT FR PET AMB X 100 ML + CP MED",4.18,Affordable
"LABORATIL FARMACEUTICA LTDA",GARGOCETIL,"CX 12 PAST",4.17,Affordable
"ROYTON QUIMICA FARMACEUTICA LTDA",ALBENDROX,"400 MG/ 10 ML SUS OR CT FR VD AMB X 10 ML",4.17,Affordable
"HIPOLABOR FARMACEUTICA LTDA","BACITRACINA + SULFATO DE NEOMICINA","5 MG/G + 250 UI/G POM CT BG AL X 10 G",4.17,Affordable
"LABORATORIOS GEMBALLA LTDA",PACEMOL,"500MG CX. STRIP C/ 20 COMP.",4.17,Affordable
"CIFARMA CIENTIFICA FARMACEUTICA LTDA",FUROSEMIDE,"40 MG CX COM 20 COMP",4.17,Affordable
"INSTITUTO NACIONAL DE QUIMIOTERAPIA LIMITADA",DS500,"GTS FR COM 10 ML",4.16,Affordable
"SANVAL COMERCIO E INDUSTRIA LTDA",RIELEX,"COMP CX CT 01 BL X 10",4.16,Affordable
"THERASKIN FARMACEUTICA LTDA.","THERACORT 20","20 MG/ML SUS INJ CT FA VD INC X 2 ML",4.16,Affordable
"SANOFI-SYNTHELABO FARMACEUTICA LTDA",TRIMEXAZOL,"40 MG/ML + 8 MG/ML SUS OR CT FR VD AMB X 50 ML",4.15,Affordable
"LABORATORIO TEUTO BRASILEIRO S/A",ISORBID,"COMP 5 MG 3BL X 20",4.15,Affordable
"THEODORO F SOBRAL & CIA LTDA","SULFATO DE SALBUTAMOL","0.4 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED X 10 ML",4.15,Affordable
"MARIOL INDUSTRIAL LTDA","DIPIRONA SODICA","500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML",4.15,Affordable
"BIOLAB FARMA GENERICOS LTDA",ARROPLAM,"0.25 MG COM CT 2 BL AL PLAS INC X 10",4.15,Affordable
"LABORATORIO KINDER LTDA",NAZICOL,"0.1MG+0.5MG/ML SOL NASAL CX C/1 FR C/15ML",4.15,Affordable
"BEKER PRODUTOS FARMACO HOSPITALARES LTDA","SOL INJ DE MANITOL","VOLUME DE 250ML",4.15,Affordable
"MERCK S/A","FLOGAN SOLUVEL","12.5MG/ML COM SOL CT CART BL AL PLAS TRANS X 20",4.14,Affordable
"Arese Pharma Ltda","NEVRIX IM","(50 + 50 + 2.5) MG/ML SOL INJ IM CT 1 AMP VD AMB X 2 ML  +1 SER",4.14,Affordable
"MEDINFAR PRODUTOS FARMACEUTICOS LTDA",HIPOTENSIL,"25 MG COM CT 1 BL AL PVC X 10",4.14,Affordable
"Laboratorio de Extratos Alergenicos Ltda",IMUNOPROTEIN,"50 UDS/ML SOL INJ CT FA VD AMB X 5 ML",4.14,Affordable
"Laboratorio de Extratos Alergenicos Ltda","DILUENTE AQUOSO","9 MG/ML SOL INJ CX 100 FA VD AMB X 6.0 ML (EMB HOSP)",4.14,Affordable
"Laboratorio de Extratos Alergenicos Ltda","DILUENTE AQUOSO","9 MG/ML SOL INJ CX 100 FA VD AMB X 8.0 ML (EMB HOSP)",4.14,Affordable
"Laboratorio de Extratos Alergenicos Ltda","DILUENTE AQUOSO","9 MG/ML SOL INJ CX 100 FA VD AMB X 7.0 ML (EMB HOSP)",4.14,Affordable
"Laboratorio de Extratos Alergenicos Ltda","DILUENTE AP","9 MG + 3 MG + 1 MG SUS INJ CX 100 FR VD AMB X 5 ML",4.14,Affordable
"Laboratorio de Extratos Alergenicos Ltda","DILUENTE AP","9 MG + 3 MG + 1 MG SUS INJ CX 100 FR VD AMB X 6 ML",4.14,Affordable
"Laboratorio de Extratos Alergenicos Ltda","DILUENTE AQUOSO","9 MG/ML SOL INJ CX 100 FA VD AMB X 1.5 ML (EMB HOSP)",4.14,Affordable
"Laboratorio de Extratos Alergenicos Ltda","DILUENTE AQUOSO","9 MG/ML SOL INJ CX 100 FA VD AMB X 10.0 ML (EMB HOSP)",4.14,Affordable
"Laboratorio de Extratos Alergenicos Ltda","DILUENTE AQUOSO","9 MG/ML SOL INJ CX 100 FA VD AMB X 2.0 ML (EMB HOSP)",4.14,Affordable
"Laboratorio de Extratos Alergenicos Ltda","DILUENTE AQUOSO","9 MG/ML SOL INJ CX 100 FA VD AMB X 2.5 ML (EMB HOSP)",4.14,Affordable
"Laboratorio de Extratos Alergenicos Ltda","DILUENTE AQUOSO","9 MG/ML SOL INJ CX 100 FA VD AMB X 5.0 ML (EMB HOSP)",4.14,Affordable
"Laboratorio de Extratos Alergenicos Ltda",IMUNOPROTEIN,"20 UDS/ML SOL INJ CT FA VD AMB X 5 ML",4.14,Affordable
"LABORATORIO FARMAERVAS LTDA",LAXATINA,"SENNE 0.020G/COMPRIMIDO+ASSOC. COMPRIMIDO FR/30COM",4.13,Affordable
"Hypera S.A.",GARBITAL,"100 MG COM CT BL AL PLAS INC X 20",4.13,Affordable
"SANVAL COMERCIO E INDUSTRIA LTDA","SULFATO DE NEOMICINA + BACITRACINA","5 MG/G + 250 UI/G POM DERM CT BG AL X 10 G",4.13,Affordable
"LABORATORIO NEO QUIMICA COMERCIO E INDUSTRIA LTDA",FENOBARBITAL,"100 MG COM CT BL AL PLAS INC X 20",4.13,Affordable
"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA","SOLUCAO DE MANITOL","200 MG/ML SOL INJ CX 48 FR POLIETILENO 250 ML",4.13,Affordable
"SCHERING DO BRASIL QUIMICA E FARMACEUTICA LTDA",MICROVLAR,"0.15 MG + 0.03 MG DRG CT BL CALEND AL PLAS INC X 21",4.13,Affordable
"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",MEBENDAZOL,"100 MG COM CT BL AL PLAS INC X 6",4.13,Affordable
"ALLERGAN PRODUTOS FARMACEUTICOS LTDA","FRESH CLEAR","1.2 MG/ML + 14.0 MG/ML SOL OFT CT FR PLAS OPC GOT X 5.0ML",4.12,Affordable
"LABORATORIO NEO QUIMICA COMERCIO E INDUSTRIA LTDA",NEOPIRIDIN,"1.466 MG + 10 MG PAST SIMP CT ENV AL X 12",4.12,Affordable
"LABORATORIO QUIMICO FARMACEUTICO BARROS LTDA",APERALGIN,"50 MG DRG CT 2 BL AL PLAS INC X 10",4.12,Affordable
"LABORATORIO AMERICANO DE FARMACOTERAPIA S/A",NOAN,"10MG COMP CT BL AL PLAST INC X 20 (PORT. 344/98 -",4.12,Affordable
"EMS S/A",DEXAMETASONA,"0.75 MG COM CT BL AL PLAS OPC X 20",4.12,Affordable
"SANVAL COMERCIO E INDUSTRIA LTDA",CICLOVULON,"0.05 MG + 0.25 MG COM CT BL AL PLAS INC X 21",4.12,Affordable
"LABORATORIO NEO QUIMICA COMERCIO E INDUSTRIA LTDA","SULFATO DE SALBUTAMOL","0.4 MG/ML XPE CT FR VD AMB X 120 ML + CP MED",4.12,Affordable
"LABORATORIO TEUTO BRASILEIRO S/A","SULFATO DE SALBUTAMOL","0.4 MG/ML SOL OR CT FR PET AMB X 120 ML",4.12,Affordable
"SANTISA LABORATORIO FARMACEUTICO S/A","sulfato de gentamicina","40 MG/ML SOL INJ CT 2 AMP VD AMB X 1 ML",4.12,Affordable
"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A","SULFATO DE SALBUTAMOL","0.4 MG/ML XPE CT FR VD AMB X 120 ML + CP MED",4.12,Affordable
"ABBOTT LABORATORIOS DO BRASIL LTDA","SOF D","1000 UI CAP GEL MOLE CT BL AL/AL X 4",4.11,Affordable
"LABORATORIES IPCA DO BRASIL",ATENOLOL,"25 MG COM REV CT 1 BL AL PLAS INC X 14",4.11,Affordable
"FRESENIUS KABI BRASIL LTDA","CLORETO DE SODIO 0~9%","0.9 MG/ML SOL INJ CX FR PLAS TRANS X 1000 ML",4.11,Affordable
"PRODOTTI LABORATORIO FARMACEUTICO LTDA.","SULFATO GENTAMICINA","CT 2 AMP/VD INC",4.11,Affordable
"EMS SIGMA PHARMA LTDA",LORAZEPAM,"1 MG COM CT BL AL PLAS OPC X 20",4.11,Affordable
"COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.","LACTO PURGA","5 MG COM REV CT BL AL PLAS INC X 16",4.11,Affordable
"ATIVUS FARMACEUTICA LTDA","NEVRIX IM","50 MG/ML + 50 MG/ML + 2500 MCG/ML SOL INJ CT 1 AMP VD AMB X 2 ML",4.11,Affordable
"PRATI DONADUZZI & CIA LTDA","SULFATO DE SALBUTAMOL","0.4 MG/ML XPE CT FR VD AMB X 120 ML + CP MED",4.11,Affordable
"LABORATORIO TEUTO BRASILEIRO S/A",ANFLENE,"CAPS 10 MG CX C/ 15",4.11,Affordable
"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",AMINOFILINA,"200 MG COM CT BL AL PLAS INC X 20",4.11,Affordable
"HIPOLABOR FARMACEUTICA LTDA",METRONIDAZOL,"GELEIA 50G C/50BG",4.10,Affordable
