medicineID,companyName,productName,description,substanceName,producttype,taxCriteria,hospitalexclusive,governmentdiscount,taxImunity,maxPrice
41139,"GEOLAB INDUSTRIA FARMACEUTICA S/A",Bimatoprosta,"0.3 MG/ML SOL OFT CT FR GOT PLAS OPC X 3 ML",bimatoprosta,Generic,I,N,S,N,67.43
41140,"GEOLAB INDUSTRIA FARMACEUTICA S/A",Bimatoprosta,"0.3 MG/ML SOL OFT CX 50 FR GOT PLAS OPC X 3 ML",bimatoprosta,Generic,I,N,S,N,3202.87
41141,"GEOLAB INDUSTRIA FARMACEUTICA S/A",Bimatoprosta,"0.3 MG/ML SOL OFT CX 50 FR GOT PLAS OPC X 5 ML",bimatoprosta,Generic,I,N,S,N,5338.11
41142,"GEOLAB INDUSTRIA FARMACEUTICA S/A",Bimatoprosta,"0.3 MG/ML SOL OFT CT FR GOT PLAS OPC X 7.5 ML",bimatoprosta,Generic,I,N,S,N,160.15
41143,"GEOLAB INDUSTRIA FARMACEUTICA S/A",Bimatoprosta,"0.3 MG/ML SOL OFT CX 50 FR GOT PLAS OPC X 7.5 ML",bimatoprosta,Generic,I,N,S,N,8007.16
41148,"GEOLAB INDUSTRIA FARMACEUTICA S/A",TENOXICAM,"20 MG COM REV CT BL AL PLAS TRANS X 10",tenoxicam,Generic,I,N,N,N,32.66
41149,"GEOLAB INDUSTRIA FARMACEUTICA S/A",TENOXICAM,"20 MG COM REV CT BL AL PLAS TRANS X 30",tenoxicam,Generic,I,N,N,N,97.98
41150,"GEOLAB INDUSTRIA FARMACEUTICA S/A",TENOXICAM,"20 MG COM REV CT BL AL PLAS TRANS X 500 (EMB HOSP)",tenoxicam,Generic,I,S,N,N,1632.88
41156,"MABRA FARMACEUTICA LTDA.",DIVA,"3 MG + 0.03 MG COM REV CT BL AL/PLAS TRANS X 63",etinilestradiol,Similar,II,N,N,N,87.52
41159,"SUPERA FARMA LABORATORIOS S.A","IRBE H","150 MG + 12.5 MG COM CT BL AL PLAS INC X 30",irbesartana,Similar,II,N,N,N,88.27
41160,"SUPERA FARMA LABORATORIOS S.A","IRBE H","300 MG + 12.5 MG COM CT BL AL PLAS INC X 30",irbesartana,Similar,II,N,N,N,88.27
41163,"PRATI DONADUZZI & CIA LTDA",Omeprazol,"20 MG CAP DURA C/ MCGRAN CT BL AL PLAS TRANS X 60",omeprazol,Generic,I,N,N,N,39.39
41164,"PRATI DONADUZZI & CIA LTDA",Omeprazol,"20 MG CAP DURA C/ MCGRAN CT BL AL PLAS TRANS X 90",omeprazol,Generic,I,N,N,N,58.84
41176,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA","BESILATO DE ANLODIPINO","10 MG COM CT BL AL PLAS OPC X 30","besilato de anlodipino",Generic,I,N,N,N,47.92
41177,"RANBAXY FARMACEUTICA LTDA",LORAZEPAM,"2 MG COM CT FR PLAS OPC X 30",lorazepam,Generic,I,N,N,N,9.56
41184,"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA",DEXAMETASONA,"0.1 MG/ML ELX CT FR VD AMB X 100 ML + COP",dexametasona,Generic,I,N,N,N,9.82
41185,"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA",DEXAMETASONA,"0.1 MG/ML ELX CX 50 FR VD AMB X 100 ML + 50 COP (EMB HOSP)",dexametasona,Generic,I,N,N,N,491.17
41186,"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA",DEXAMETASONA,"0.1 MG/ML ELX CT FR PET AMB X 100 ML + COP",dexametasona,Generic,I,N,N,N,9.82
41187,"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA",DEXAMETASONA,"0.1 MG/ML ELX CX 50 FR PET AMB X 100 ML + 50 COP (EMB HOSP)",dexametasona,Generic,I,N,N,N,491.17
41190,"NOVARTIS BIOCIENCIAS S.A",STALEVO,"200 MG + 50 MG + 200 MG COM REV CT FR PLAS OPC X 10",levodopa|entacapona|carbidopa,New,II,N,N,N,66.05
41191,"NOVARTIS BIOCIENCIAS S.A",STALEVO,"200 MG + 50 MG + 200 MG COM REV CT FR PLAS OPC X 30",levodopa|entacapona|carbidopa,New,II,N,N,N,189.96
41196,"SANOFI-AVENTIS FARMACEUTICA LTDA",LASILACTONA,"100 MG + 20 MG CAP GEL DURA CT BL AL/PLAS INC X 30",furosemida|espironolactona,New,II,N,N,N,45.25
41216,"TORRENT DO BRASIL LTDA","OLMESARTANA MEDOXOMILA","20 MG COM REV CT BL AL/AL X 30","olmesartana medoxomila",Generic,I,N,N,N,26.63
41217,"TORRENT DO BRASIL LTDA","OLMESARTANA MEDOXOMILA","40 MG COM REV CT BL AL/AL X 30","olmesartana medoxomila",Generic,I,N,N,N,28.01
41227,"BIOLAB SANUS FARMACEUTICA LTDA","ABLOK PLUS","25 MG + 12.5 MG COM CT  BL AL PLAS  INC X 90",clortalidona|atenolol,Similar,II,N,N,N,40.49
41228,"BIOLAB SANUS FARMACEUTICA LTDA","ABLOK PLUS","100 MG + 25 MG COM CT  BL AL PLAS INC X 90",clortalidona|atenolol,Similar,II,N,N,N,120.61
41229,"BIOLAB SANUS FARMACEUTICA LTDA","ABLOK PLUS","50 MG + 12.5 MG COM CT  BL AL PLAS INC X 90",clortalidona|atenolol,Similar,II,N,N,N,74.77
41238,"WYETH INDUSTRIA FARMACEUTICA LTDA","MONTELUCASTE DE SODIO","10 MG COM REV CT BL AL/AL X 10","montelucaste de sodio",Generic,I,N,N,N,20.72
41239,"WYETH INDUSTRIA FARMACEUTICA LTDA","MONTELUCASTE DE SODIO","10 MG COM REV CT BL AL/AL X 14","montelucaste de sodio",Generic,I,N,N,N,28.99
41240,"WYETH INDUSTRIA FARMACEUTICA LTDA","MONTELUCASTE DE SODIO","10 MG COM REV CT BL AL/AL X 30","montelucaste de sodio",Generic,I,N,N,N,62.13
41241,"WYETH INDUSTRIA FARMACEUTICA LTDA","MONTELUCASTE DE SODIO","10 MG COM REV CT BL AL/AL X 60","montelucaste de sodio",Generic,I,N,N,N,124.26
41242,"WYETH INDUSTRIA FARMACEUTICA LTDA","MONTELUCASTE DE SODIO","10 MG COM REV CT BL AL/AL X 70 (EMB HOSP)","montelucaste de sodio",Generic,I,N,N,N,144.99
41243,"WYETH INDUSTRIA FARMACEUTICA LTDA","MONTELUCASTE DE SODIO","10 MG COM REV CT BL AL/AL X 100 (EMB HOSP)","montelucaste de sodio",Generic,I,N,N,N,207.13
41244,"WYETH INDUSTRIA FARMACEUTICA LTDA","MONTELUCASTE DE SODIO","10 MG COM REV CT BL AL/AL X 140 (EMB HOSP)","montelucaste de sodio",Generic,I,N,N,N,289.99
41245,"WYETH INDUSTRIA FARMACEUTICA LTDA","MONTELUCASTE DE SODIO","10 MG COM REV CT BL AL/AL X 300 (EMB HOSP)","montelucaste de sodio",Generic,I,N,N,N,621.39
41246,"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",azitromicina,"500 MG COM REV CT BL AL PLAS INC X 5",azitromicina,Generic,I,N,N,N,31.30
41250,"LABORATORIO TEUTO BRASILEIRO S/A","OXACILINA SODICA","500 MG PO P/ SOL INJ CX 50 FA VD INC (EMB HOSP)","oxacilina sodica",Generic,I,S,N,N,112.20
41252,"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",DIPROTERON,"2.0MG + 0.035MG COM REV CT BL AL PLAS INC X 21",etinilestradiol,Similar,II,N,N,N,13.89
41267,"AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA",Amoxicilina,"500 MG CAP GEL DURA CT BL AL PLAS INC X 70 (EMB HOSP)","amoxicilina tri-Hidratada",Generic,I,S,N,N,130.11
41268,"AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA",Amoxicilina,"500 MG CAP GEL DURA CT BL AL PLAS INC X 140 (EMB HOSP)","amoxicilina tri-Hidratada",Generic,I,S,N,N,260.23
41272,"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.",PROLOPA,"200 MG + 50 MG COM CAM TRIPLA LIB MOD CT FR VD AMB X 30","levodopa|cloridrato de benserazida",New,II,N,N,S,69.91
41278,"EMS SIGMA PHARMA LTDA","SULFATO DE GLICOSAMINA","1.5 G PO SOL OR CT 30 ENV AL PE X 3.95 G","sulfato de glicosamina",Generic,I,N,N,N,101.71
41279,"EMS SIGMA PHARMA LTDA",SINVASTATINA,"10MG COM REV CT BL AL PLAS OPC X 30",sinvastatina,Generic,I,N,N,S,39.18
41280,"EMS SIGMA PHARMA LTDA",SINVASTATINA,"20MG COM REV CT BL AL PLAS OPC X 30",sinvastatina,Generic,I,N,N,S,49.19
41281,"EMS SIGMA PHARMA LTDA",SINVASTATINA,"20MG COM REV CT BL AL PLAS OPC X 60",sinvastatina,Generic,I,N,N,S,98.44
41282,"EMS SIGMA PHARMA LTDA",SINVASTATINA,"40 MG COM REV CT BL AL PLAS OPC X 30",sinvastatina,Generic,I,N,N,S,66.96
41283,"EMS SIGMA PHARMA LTDA","RISEDRONATO SODICO","35 MG COM REV CT BL AL PLAS OPC X 4",NULL,Generic,I,N,S,S,85.55
41297,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA","SULFATO DE SALBUTAMOL","2 MG/5 ML XPE CT FR PET AMB X 100 ML","sulfato de salbutamol",Generic,I,N,N,N,4.37
41298,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA","SULFATO DE SALBUTAMOL","2 MG/5 ML XPE CT 50 FR PET AMB X 100 ML (EMB HOSP)","sulfato de salbutamol",Generic,I,N,N,N,218.93
41299,"SANOFI-AVENTIS FARMACEUTICA LTDA",hidroclorotiazida,"25 MG COM CT BL AL PLAS INC X 30",hidroclorotiazida,Generic,I,N,N,N,3.53
41305,"SANOFI MEDLEY FARMACEUTICA LTDA.","OXALATO DE ESCITALOPRAM","10 MG COM REV CT BL AL PLAS TRANS X 30","oxalato de escitalopram",Generic,I,N,N,N,68.09
41306,"SANOFI MEDLEY FARMACEUTICA LTDA.","OXALATO DE ESCITALOPRAM","20 MG COM REV CT BL AL PLAS TRANS X 30","oxalato de escitalopram",Generic,I,N,N,N,134.83
41319,"LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA",GENFIBROZILA,"600 MG COM REV CT BL AL PLAS OPC X 24",genfibrozila,Generic,I,N,S,S,70.03
41320,"LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA",GENFIBROZILA,"900 MG COM REV CT BL AL PLAS OPC X 12",genfibrozila,Generic,I,N,S,S,51.47
41365,"NOVA QUIMICA FARMACEUTICA S/A","CANDECOR HCT","8 MG + 12.5 MG COM CT BL AL PLAS OPC X 30","hidroclorotiazida|candesartana cilexetila",Similar,II,N,N,N,67.96
41366,"NOVA QUIMICA FARMACEUTICA S/A","CANDECOR HCT","16 MG + 12.5 MG COM CT BL AL PLAS OPC X 30","hidroclorotiazida|candesartana cilexetila",Similar,II,N,N,N,70.08
41367,"EMS SIGMA PHARMA LTDA","TARTARATO DE METOPROLOL","100 MG COM REV CT BL AL PLAS OPC X 20","tartarato de metoprolol",Generic,I,N,N,N,13.09
41368,"EMS SIGMA PHARMA LTDA","TARTARATO DE METOPROLOL","100 MG COM REV CT BL AL PLAS OPC X 30","tartarato de metoprolol",Generic,I,N,N,N,19.66
41371,"LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA",latanoprosta,"0.05 MG/ML SOL OFT CT FR PLAS TRANS GOT X 2.5 ML",latanoprosta,Generic,I,N,N,N,82.85
41372,"EMS S/A",latanoprosta,"0.05 MG/ML SOL OFT CT FR PLAS TRANS GOT X 2.5 ML",latanoprosta,Generic,I,N,N,N,82.85
41374,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",NIMESULIDA,"100 MG COM CT BL AL PLAS INC X 12",nimesulida,Generic,I,N,N,N,8.37
41375,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",NIMESULIDA,"100 MG COM CT BL AL PLAS INC X 492 (EMB HOSP)",nimesulida,Generic,I,N,N,N,877.58
41376,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",NIMESULIDA,"100 MG COM CT BL AL PLAS INC X 504 (EMB HOSP)",nimesulida,Generic,I,N,N,N,898.98
41378,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",ACECLOFENACO,"100 MG COM REV CT ENV AL X 12",aceclofenaco,Generic,I,N,N,N,23.17
41379,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",ACECLOFENACO,"100 MG COM REV CT ENV AL X 16",aceclofenaco,Generic,I,N,N,N,34.20
41380,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",ACECLOFENACO,"100 MG COM REV CT ENV AL X 24",aceclofenaco,Generic,I,N,N,N,51.29
41381,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",ACECLOFENACO,"100 MG COM REV CT ENV AL X 480 (EMB HOSP)",aceclofenaco,Generic,I,S,N,N,1026.14
41383,"CHIESI FARMACEUTICA LTDA",Fostair,"100 + 6 MCG/DOSE PO INAL CT DISP INAL X 120 DOSES","fumarato de formoterol|dipropionato de beclometasona",New,II,N,N,N,110.29
41477,"EMS S/A",CLARITROMICINA,"500 MG COM REV CT BL AL PLAS LEIT X 10",claritromicina,Generic,I,N,N,N,93.03
41478,"ACCORD FARMACEUTICA LTDA","PEMETREXEDE DISSODICO","100 MG PO LIOF INJ CT FA VD INC X 10 ML","pemetrexede dissodico",Generic,I,S,N,N,990.55
41479,"ACCORD FARMACEUTICA LTDA","PEMETREXEDE DISSODICO","100 MG PO LIOF INJ CT 05 FA VD INC X 10 ML","pemetrexede dissodico",Generic,I,S,N,N,4952.73
41480,"ACCORD FARMACEUTICA LTDA","PEMETREXEDE DISSODICO","100 MG PO LIOF INJ CT 10 FA VD INC X 10 ML","pemetrexede dissodico",Generic,I,S,N,N,9905.47
41481,"ACCORD FARMACEUTICA LTDA","PEMETREXEDE DISSODICO","500 MG PO LIOF INJ CT FA VD INC X 50 ML","pemetrexede dissodico",Generic,I,S,N,N,4952.78
41482,"ACCORD FARMACEUTICA LTDA","PEMETREXEDE DISSODICO","500 MG PO LIOF INJ CT 05 FA VD INC X 50 ML","pemetrexede dissodico",Generic,I,S,N,N,24763.92
41483,"ACCORD FARMACEUTICA LTDA","PEMETREXEDE DISSODICO","500 MG PO LIOF INJ CT 10 FA VD INC X 50 ML","pemetrexede dissodico",Generic,I,S,N,N,49527.84
41484,"PRATI DONADUZZI & CIA LTDA","PROPIONATO DE CLOBETASOL","0.5 MG/G SOL CAP CX 50 FR PLAS OPC GOT X 50 G (EMB HOSP)","propionato de clobetasol",Generic,I,N,S,N,1225.00
41485,"LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA","ROSUVASTATINA CALCICA","5 MG COM REV CT BL AL AL X 30","rosuvastatina calcica",Generic,I,N,N,N,41.02
41486,"LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA","CLORIDRATO DE DULOXETINA","30 MG CAP GEL LIB RETARD CT BL AL AL X 15","cloridrato de duloxetina",Generic,I,N,N,N,55.96
41487,"LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA","CLORIDRATO DE DULOXETINA","30 MG CAP GEL LIB RETARD CT BL AL AL X 30","cloridrato de duloxetina",Generic,I,N,N,N,111.95
41488,"LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA","CLORIDRATO DE DULOXETINA","60 MG CAP GEL LIB RETARD CT BL AL AL X 30","cloridrato de duloxetina",Generic,I,N,N,N,223.91
41493,"HALEX ISTAR INDUSTRIA FARMACEUTICA SA",FUROSEMIDA,"10 MG/ML SOL INJ CX 100 AMP VD AMB X 2 ML",furosemida,Generic,I,N,N,N,99.10
41500,"NOVA QUIMICA FARMACEUTICA S/A",Gabapentina,"600 MG COM REV CT BL AL PLAST OPC X 27",gabapentina,Generic,I,N,N,N,113.86
41506,"EMS SIGMA PHARMA LTDA",NIKI,"3 MG + 0.02 MG COM REV CT BL AL PLAS OPC X 24",etinilestradiol|drospirenona,Similar,II,N,N,N,49.69
41535,"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",PREDNISONA,"20 MG COM CT BL AL PLAS INC X 20",prednisona,Generic,I,N,N,N,26.72
41536,"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",PREDNISONA,"5 MG COM CT BL AL PLAS INC X 20",prednisona,Generic,I,N,N,N,9.63
41537,"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",piroxicam,"20 MG CAP GEL DURA CT BL AL PLAS INC X 10",piroxicam,Generic,I,N,N,N,11.39
41538,"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",piroxicam,"20 MG CAP GEL DURA CT BL AL PLAS INC X 15",piroxicam,Generic,I,N,N,N,17.88
41561,"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A","diclofenaco sodico","50 MG COM REV CT BL AL PLAS INC X 20","diclofenaco sodico",Generic,I,N,N,N,14.64
41562,"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A","DICLOFENACO SODICO","1 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML","diclofenaco sodico",Generic,I,N,N,N,11.29
41563,"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A","DICLOFENACO SODICO","25 MG/ML SOL INJ CT 5 AMP VD INC X 3 ML","diclofenaco sodico",Generic,I,N,N,N,6.50
41589,"LIBBS FARMACEUTICA LTDA",IUMI,"3MG+0.02MG COM REV CT BL AL PLAS INC X 72",etinilestradiol|drospirenona,Similar,II,N,N,N,102.05
41601,"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",NEOVERMIN,"100 MG + 166 MG COM CT BL AL PLAS INC X 12",tiabendazol|mebendazol,Similar,II,N,N,N,14.85
41602,"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",NEOVERMIN,"100 MG + 166 MG COM CT BL AL PLAS INC X 6",tiabendazol|mebendazol,Similar,II,N,N,N,10.31
41603,"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",NEOVERMIN,"20 MG/ML + 33.20 MG/ML SUS OR CT FR VD AMB X 30 ML",tiabendazol,Similar,II,N,N,N,15.89
41621,"EMS SIGMA PHARMA LTDA",NIKI,"3 MG + 0.02 MG COM REV CT 3 BL AL PLAS OPC X 24",etinilestradiol|drospirenona,Similar,II,N,N,N,149.10
41634,"BIOSINTETICA FARMACEUTICA LTDA","ANGIPRESS CD","50 MG + 12.5 MG COM CT BL AL PLAS INC X 15",clortalidona|atenolol,Similar,II,N,N,N,14.61
41635,"BIOSINTETICA FARMACEUTICA LTDA","ANGIPRESS CD","100 MG + 25 MG COM CT BL AL PLAS INC X 15",clortalidona|atenolol,Similar,II,N,N,N,23.29
41636,"LABORATORIO TEUTO BRASILEIRO S/A","MONTELUCASTE DE SODIO","10 MG COM REV CT BL AL/AL X 10","montelucaste de sodio",Generic,I,N,N,N,21.59
41637,"LABORATORIO TEUTO BRASILEIRO S/A","MONTELUCASTE DE SODIO","10 MG COM REV CT BL AL/AL X 30","montelucaste de sodio",Generic,I,N,N,N,64.81
41638,"LABORATORIO TEUTO BRASILEIRO S/A","DICLOFENACO POTASSICO","25 MG/ML SOL INJ CT 100 AMP VD AMB X 3 ML (EMB HOSP)","diclofenaco potassico",Generic,I,S,N,N,160.81
41641,"BLAU FARMACEUTICA S.A.",FLUTAMIDA,"250 MG COM CT BL AL PLAS TRANS X 20",flutamida,Generic,I,N,N,S,108.91
41642,"BLAU FARMACEUTICA S.A.",FLUTAMIDA,"250 MG COM CT BL AL PLAS TRANS X 60",flutamida,Generic,I,N,N,S,326.72
41643,"BLAU FARMACEUTICA S.A.",FLUTAMIDA,"250 MG COM CT BL AL PLAS TRANS X 90",flutamida,Generic,I,N,N,S,490.09
41651,"ABBOTT LABORATORIOS DO BRASIL LTDA",FEMOSTON,"1 MG COM REV BCO + (1+ 10) MG COM REV CINZA CT BL AL PLAS INC X ( 14+14)","didrogesterona|ESTRADIOL HEMI-HIDRATADO",New,II,N,N,N,51.45
41652,"ABBOTT LABORATORIOS DO BRASIL LTDA",FEMOSTON,"(1+ 5) MG COM REV CT BL AL PLAS INC X 28 (CONTI)","didrogesterona|ESTRADIOL HEMI-HIDRATADO",New,II,N,N,N,51.45
41654,"AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA","CLORIDRATO DE FLUOXETINA","20 MG CAP GEL DURA CT BL AL PLAS TRANS X 7","cloridrato de fluoxetina",Generic,I,N,N,N,29.72
41655,"AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA","CLORIDRATO DE FLUOXETINA","20 MG CAP GEL DURA CT BL AL PLAS TRANS X 14","cloridrato de fluoxetina",Generic,I,N,N,N,19.95
41656,"AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA","CLORIDRATO DE FLUOXETINA","20 MG CAP GEL DURA CT BL AL PLAS TRANS X 30","cloridrato de fluoxetina",Generic,I,N,N,N,31.21
41675,"SANOFI-AVENTIS FARMACEUTICA LTDA",RAMIPRIL,"2.5 MG COM CT BL AL/AL X 60",ramipril,Generic,I,N,N,N,74.41
41676,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",PREDNISONA,"5 MG COM CT BL AL PLAS INC X 10",prednisona,Generic,I,N,N,N,4.26
41677,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",PREDNISONA,"5 MG COM CT BL AL PLAS INC X 20",prednisona,Generic,I,N,N,N,8.33
41678,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",PREDNISONA,"5 MG COM CT BL AL PLAS INC X 500 (EMB HOSP)",prednisona,Generic,I,S,N,N,213.45
41679,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",PREDNISONA,"20 MG COM CT BL AL PLAS INC X 10",prednisona,Generic,I,N,N,N,11.52
41680,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",PREDNISONA,"20 MG COM CT BL AL PLAS INC X 20",prednisona,Generic,I,N,N,N,19.11
41681,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",PREDNISONA,"20 MG COM CT BL AL PLAS INC X 500 (EMB HOSP)",prednisona,Generic,I,S,N,N,575.52
41682,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",NIMESULIDA,"50 MG/ML SUS OR CT FR GOT PLAS OPC X 15 ML",nimesulida,Generic,I,N,N,N,13.24
41683,"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",NIMESULIDA,"50 MG/ML SUS OR CX 50 FR GOT PLAS OPC X 15 ML (EMB HOSP)",nimesulida,Generic,I,S,N,N,880.35
41686,"WYETH INDUSTRIA FARMACEUTICA LTDA",CELECOXIBE,"100 MG CAP DURA CT BL AL PLAS TRANS X 10",celecoxibe,Generic,I,N,N,N,16.46
41687,"WYETH INDUSTRIA FARMACEUTICA LTDA",CELECOXIBE,"100 MG CAP DURA CT BL AL PLAS TRANS X 20",celecoxibe,Generic,I,N,N,N,32.93
41688,"WYETH INDUSTRIA FARMACEUTICA LTDA",CELECOXIBE,"200 MG CAP DURA CT BL AL PLAS TRANS X 10",celecoxibe,Generic,I,N,N,N,27.11
41689,"WYETH INDUSTRIA FARMACEUTICA LTDA",CELECOXIBE,"200 MG CAP DURA CT BL AL PLAS TRANS X 15",celecoxibe,Generic,I,N,N,N,40.12
41690,"WYETH INDUSTRIA FARMACEUTICA LTDA",CELECOXIBE,"200 MG CAP DURA CT BL AL PLAS TRANS X 30",celecoxibe,Generic,I,N,N,N,79.21
41703,"LABORATORIO TEUTO BRASILEIRO S/A","Cloridrato de Metformina","500MG COM CT BL AL PLAS INC X 50 (EMB HOSP)","cloridrato de metformina",Generic,I,S,N,N,16.51
41723,"LABORATORIO TEUTO BRASILEIRO S/A",PREGABALINA,"150 MG CAP DURA CT BL AL PLAS TRANS X 28",pregabalina,Generic,I,N,N,N,107.05
41724,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",acebrofilina,"5 MG/ML XPE CX 50 FR PLAS AMB X 120 ML + 50 CP MED (EMB HOSP)",acebrofilina,Generic,I,S,N,N,632.26
41727,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",acebrofilina,"10 MG/ML XPE CX 50 FR PLAS AMB X 120 ML + 50 CP MED (EMB HOSP)",acebrofilina,Generic,I,S,N,N,758.70
41730,"GERMED FARMACEUTICA LTDA",LIDY,"3 MG + 0.02 MG COM REV CT 3 BL AL PLAS OPC X 24",etinilestradiol,Similar,II,N,N,N,149.10
41754,"PRATI DONADUZZI & CIA LTDA",AZITROMICINA,"500 MG COM REV CT BL AL PLAS TRANS X 5",azitromicina,Generic,I,N,N,N,31.28
41758,"COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.",LYDIAN,"2.0 MG + 0.035 MG COM REV CT BL AL PLAS INC X 21",etinilestradiol,Similar,II,N,N,N,18.45
41771,"EMS S/A",RILUZOL,"50 MG COM REV CT BL AL PLAS OPC X 60",NULL,Generic,I,N,S,S,991.90
41772,"LIBBS FARMACEUTICA LTDA",SUMAXPRO,"50 MG + 500 MG COM REV CT BL AL AL X 02","succinato de sumatriptana|naproxeno sodico",New,II,N,N,N,23.90
41773,"LIBBS FARMACEUTICA LTDA",SUMAXPRO,"85 MG + 500 MG COM REV CT BL AL AL X 02","succinato de sumatriptana|naproxeno sodico",New,II,N,N,N,38.95
41786,"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA",captopril,"50 MG COM CT BL AL PLAS TRANS X 30",captopril,Generic,I,N,N,N,13.87
41787,"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA",captopril,"50 MG COM CT BL AL PLAS TRANS X 450 (EMB HOSP)",captopril,Generic,I,S,N,N,33.56
41788,"EMS S/A","CLORIDRATO DE ZIPRASIDONA","40 MG CAP DURA CT BL AL AL X 30","cloridrato de ziprasidona monoidratado",Generic,I,N,S,S,217.51
41789,"EMS S/A","CLORIDRATO DE ZIPRASIDONA","80 MG CAP DURA CT BL AL AL X 30","cloridrato de ziprasidona monoidratado",Generic,I,N,S,S,362.04
41791,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.","Xylestesin Pesada","50 MG/ML + 75 MG/ML SOL INJ IT CX 50 AMP VD TRANS X 2 ML (EMB HOSP)","cloridrato de lidocaina|GLICOSE ANIDRA",Similar,II,S,N,N,234.31
41792,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.","Xylestesin Pesada","50 MG/ML + 75 MG/ML SOL INJ IT CX 10 EST 5 AMP VD TRANS X 2 ML(EMB HOSP)","cloridrato de lidocaina|GLICOSE ANIDRA",Similar,II,S,N,N,234.31
41793,"Althaia S.A Industria Farmaceutica",VINCY,"3 MG + 0.02 MG COM REV CT BL CALEND AL PLAS TRANS X 24",etinilestradiol|drospirenona,Similar,II,N,N,N,36.88
41794,"Althaia S.A Industria Farmaceutica",VINCY,"3 MG + 0.02 MG COM REV CT BL CALEND AL PLAS TRANS X 72",etinilestradiol|drospirenona,Similar,II,N,N,N,95.87
41796,"BAYER S.A.",PRIMOSISTON,"2 MG + 0.01 MG COM CT BL AL PVC/CTFE INC X 30","etinilestradiol|acetato de noretisterona",New,II,N,N,N,7.77
41813,"SANOFI MEDLEY FARMACEUTICA LTDA.",Clonazepam,"0.5 MG COM CT BL AL PLAS OPC X 30",clonazepam,Generic,I,N,N,N,6.40
