pharmacyName,"coalesce(DiseaseName, 'Total')",Prescription_Count
PersonalRX,"Low back pain",2
PersonalRX,"Metabolic syndrome",2
PersonalRX,"Anorexia nervosa",1
PersonalRX,"Chronic obstructive pulmonary disease",1
PersonalRX,"Coronary heart disease",1
PersonalRX,Depression,1
PersonalRX,"Diabetes mellitus type 1",1
PersonalRX,"Diabetes mellitus type 2",1
PersonalRX,"Dilated cardiomyopathy",1
PersonalRX,"Irritable bowel syndrome",1
PersonalRX,"Multiple sclerosis",1
PersonalRX,"Parkinson's disease",1
PersonalRX,Schizophrenia,1
"Pharma Best",Total,13
"Pharma Best","Crohn's disease",2
"Pharma Best",Vasculitis,2
"Pharma Best","Chronic fatigue syndrome",1
"Pharma Best","Diabetes mellitus type 1",1
"Pharma Best",Obesity,1
"Pharma Best","Obsessive–compulsive disorder",1
"Pharma Best","Panic disorder",1
"Pharma Best",Psoriasis,1
"Pharma Best","Thromboangiitis obliterans",1
"Pharma Best","Anxiety disorder",1
"Pharma Best","Attention deficit hyperactivity disorder",1
"Pharma First",Total,16
"Pharma First","Multiple sclerosis",2
"Pharma First","Rheumatoid arthritis",2
"Pharma First","Bipolar disorder",1
"Pharma First",Cancer,1
"Pharma First",Dementia,1
"Pharma First","Dilated cardiomyopathy",1
"Pharma First","Guillain–Barré syndrome",1
"Pharma First","Irritable bowel syndrome",1
"Pharma First",Obesity,1
"Pharma First","Parkinson's disease",1
"Pharma First",Psoriasis,1
"Pharma First",Stroke,1
"Pharma First","Tourette syndrome",1
"Pharma First",Autism,1
"Pharma Street",Total,15
"Pharma Street","Anorexia nervosa",3
"Pharma Street",Epilepsy,2
"Pharma Street","Low back pain",2
"Pharma Street","Amyotrophic lateral sclerosis",1
"Pharma Street","Diabetes mellitus type 1",1
"Pharma Street","Dilated cardiomyopathy",1
"Pharma Street","Guillain–Barré syndrome",1
"Pharma Street","Irritable bowel syndrome",1
"Pharma Street","Metabolic syndrome",1
"Pharma Street","Obsessive–compulsive disorder",1
"Pharma Street","Thromboangiitis obliterans",1
"Pharmaca Integrative",Total,14
"Pharmaca Integrative","Chronic fatigue syndrome",2
"Pharmaca Integrative",Atherosclerosis,1
"Pharmaca Integrative",Dementia,1
"Pharmaca Integrative","Diabetes mellitus type 1",1
"Pharmaca Integrative","Dilated cardiomyopathy",1
"Pharmaca Integrative",Lupus,1
"Pharmaca Integrative","Metabolic syndrome",1
"Pharmaca Integrative","Obsessive–compulsive disorder",1
"Pharmaca Integrative","Parkinson's disease",1
"Pharmaca Integrative",Psoriasis,1
"Pharmaca Integrative",Stroke,1
"Pharmaca Integrative",Vasculitis,1
"Pharmaca Integrative","Anorexia nervosa",1
"Pharmacy Alliance",Total,22
"Pharmacy Alliance",Autism,3
"Pharmacy Alliance","Amyotrophic lateral sclerosis",2
"Pharmacy Alliance","Bipolar disorder",2
"Pharmacy Alliance","Chronic fatigue syndrome",2
"Pharmacy Alliance","Autoimmune diseases",1
"Pharmacy Alliance",Cancer,1
"Pharmacy Alliance","Coronary heart disease",1
"Pharmacy Alliance",Depression,1
"Pharmacy Alliance","Diabetes mellitus type 1",1
"Pharmacy Alliance","Diabetes mellitus type 2",1
"Pharmacy Alliance","Dilated cardiomyopathy",1
"Pharmacy Alliance","Guillain–Barré syndrome",1
"Pharmacy Alliance","Multiple sclerosis",1
"Pharmacy Alliance","Myocardial infarction",1
"Pharmacy Alliance","Obsessive–compulsive disorder",1
"Pharmacy Alliance",Stroke,1
"Pharmacy Alliance","Thromboangiitis obliterans",1
"Pharmacy Express",Total,16
"Pharmacy Express",Schizophrenia,2
"Pharmacy Express",Asthma,2
"Pharmacy Express","Chronic fatigue syndrome",2
"Pharmacy Express","Anorexia nervosa",1
"Pharmacy Express","Autoimmune diseases",1
"Pharmacy Express","Bipolar disorder",1
"Pharmacy Express","Guillain–Barré syndrome",1
"Pharmacy Express","Metabolic syndrome",1
"Pharmacy Express","Obsessive–compulsive disorder",1
"Pharmacy Express","Panic disorder",1
"Pharmacy Express",Psoriasis,1
"Pharmacy Express",Epilepsy,1
"Pharmacy Express",Cancer,1
"Pharmacy Partners",Total,14
"Pharmacy Partners","Attention deficit hyperactivity disorder",2
"Pharmacy Partners","Coronary heart disease",2
"Pharmacy Partners","Amyotrophic lateral sclerosis",1
"Pharmacy Partners","Anorexia nervosa",1
"Pharmacy Partners",Cancer,1
"Pharmacy Partners",Dementia,1
"Pharmacy Partners","Diabetes mellitus type 1",1
"Pharmacy Partners",Obesity,1
"Pharmacy Partners","Panic disorder",1
"Pharmacy Partners",Psoriasis,1
"Pharmacy Partners",Sarcoidosis,1
"Pharmacy Partners","Thromboangiitis obliterans",1
PharmaMed,Total,20
PharmaMed,"Crohn's disease",2
PharmaMed,"Thromboangiitis obliterans",2
PharmaMed,"Attention deficit hyperactivity disorder",1
PharmaMed,Autism,1
PharmaMed,"Chronic obstructive pulmonary disease",1
PharmaMed,Depression,1
PharmaMed,"Diabetes mellitus type 1",1
PharmaMed,"Dilated cardiomyopathy",1
PharmaMed,"Low back pain",1
PharmaMed,"Metabolic syndrome",1
PharmaMed,"Multiple sclerosis",1
PharmaMed,"Myocardial infarction",1
PharmaMed,"Parkinson's disease",1
PharmaMed,"Rheumatoid arthritis",1
PharmaMed,Stroke,1
PharmaMed,"Anxiety disorder",1
PharmaMed,Vasculitis,1
PharmaMed,Atherosclerosis,1
Pharmanic,Total,16
Pharmanic,"Amyotrophic lateral sclerosis",2
Pharmanic,"Anorexia nervosa",2
Pharmanic,"Metabolic syndrome",2
Pharmanic,Obesity,2
Pharmanic,"Anxiety disorder",1
Pharmanic,Autism,1
Pharmanic,"Chronic obstructive pulmonary disease",1
Pharmanic,"Coronary heart disease",1
Pharmanic,Dementia,1
Pharmanic,"Diabetes mellitus type 1",1
Pharmanic,Stroke,1
Pharmanic,"Thromboangiitis obliterans",1
"Pill Pack",Total,18
"Pill Pack","Bipolar disorder",2
"Pill Pack","Dilated cardiomyopathy",2
"Pill Pack","Autoimmune diseases",1
"Pill Pack",Cancer,1
"Pill Pack","Chronic obstructive pulmonary disease",1
"Pill Pack","Crohn's disease",1
"Pill Pack",Dementia,1
"Pill Pack",Depression,1
"Pill Pack",Epilepsy,1
"Pill Pack","Irritable bowel syndrome",1
"Pill Pack",Lupus,1
"Pill Pack","Multiple sclerosis",1
"Pill Pack","Rheumatoid arthritis",1
"Pill Pack",Sarcoidosis,1
"Pill Pack","Thromboangiitis obliterans",1
"Pill Pack",Asthma,1
"Planet Health",Total,14
"Planet Health",Atherosclerosis,2
"Planet Health","Amyotrophic lateral sclerosis",1
"Planet Health",Asthma,1
"Planet Health",Autism,1
"Planet Health","Bipolar disorder",1
"Planet Health",Dementia,1
"Planet Health",Depression,1
"Planet Health","Irritable bowel syndrome",1
"Planet Health",Lupus,1
"Planet Health",Psoriasis,1
"Planet Health","Rheumatoid arthritis",1
"Planet Health",Schizophrenia,1
"Planet Health",Stroke,1
Pocketpills,Total,23
Pocketpills,"Tourette syndrome",3
Pocketpills,"Crohn's disease",2
Pocketpills,Depression,2
Pocketpills,"Guillain–Barré syndrome",2
Pocketpills,"Multiple sclerosis",2
Pocketpills,"Coronary heart disease",1
Pocketpills,"Anorexia nervosa",1
Pocketpills,"Attention deficit hyperactivity disorder",1
Pocketpills,"Diabetes mellitus type 1",1
Pocketpills,Autism,1
Pocketpills,"Low back pain",1
Pocketpills,"Metabolic syndrome",1
Pocketpills,"Autoimmune diseases",1
Pocketpills,"Myocardial infarction",1
Pocketpills,Stroke,1
Pocketpills,Cancer,1
Pocketpills,"Chronic obstructive pulmonary disease",1
Postmeds,Total,19
Postmeds,"Chronic fatigue syndrome",2
Postmeds,"Guillain–Barré syndrome",2
Postmeds,"Bipolar disorder",1
Postmeds,Atherosclerosis,1
Postmeds,"Dilated cardiomyopathy",1
Postmeds,Autism,1
Postmeds,"Irritable bowel syndrome",1
Postmeds,"Low back pain",1
Postmeds,Lupus,1
Postmeds,"Metabolic syndrome",1
Postmeds,"Panic disorder",1
Postmeds,Sarcoidosis,1
Postmeds,Schizophrenia,1
Postmeds,"Thromboangiitis obliterans",1
Postmeds,"Tourette syndrome",1
Postmeds,Vasculitis,1
Postmeds,"Autoimmune diseases",1
"Powerhouse Pharmacy",Total,16
"Powerhouse Pharmacy",Autism,3
"Powerhouse Pharmacy","Tourette syndrome",2
"Powerhouse Pharmacy","Amyotrophic lateral sclerosis",1
"Powerhouse Pharmacy",Cancer,1
"Powerhouse Pharmacy","Chronic fatigue syndrome",1
"Powerhouse Pharmacy","Diabetes mellitus type 1",1
"Powerhouse Pharmacy","Guillain–Barré syndrome",1
"Powerhouse Pharmacy","Metabolic syndrome",1
"Powerhouse Pharmacy","Multiple sclerosis",1
"Powerhouse Pharmacy","Panic disorder",1
"Powerhouse Pharmacy","Parkinson's disease",1
"Powerhouse Pharmacy",Schizophrenia,1
"Powerhouse Pharmacy","Thromboangiitis obliterans",1
PrecisionMed,Total,16
PrecisionMed,"Metabolic syndrome",3
PrecisionMed,Asthma,2
PrecisionMed,"Autoimmune diseases",1
PrecisionMed,Cancer,1
PrecisionMed,"Chronic fatigue syndrome",1
PrecisionMed,"Chronic obstructive pulmonary disease",1
PrecisionMed,Epilepsy,1
PrecisionMed,"Irritable bowel syndrome",1
PrecisionMed,"Low back pain",1
PrecisionMed,"Panic disorder",1
PrecisionMed,"Parkinson's disease",1
PrecisionMed,Psoriasis,1
PrecisionMed,"Thromboangiitis obliterans",1
"Premier Long Term Care Pharm",Total,17
"Premier Long Term Care Pharm","Multiple sclerosis",2
"Premier Long Term Care Pharm",Dementia,2
"Premier Long Term Care Pharm","Attention deficit hyperactivity disorder",1
"Premier Long Term Care Pharm",Autism,1
"Premier Long Term Care Pharm",Cancer,1
"Premier Long Term Care Pharm","Crohn's disease",1
"Premier Long Term Care Pharm",Depression,1
"Premier Long Term Care Pharm","Diabetes mellitus type 1",1
"Premier Long Term Care Pharm","Chronic fatigue syndrome",1
"Premier Long Term Care Pharm",Lupus,1
"Premier Long Term Care Pharm","Metabolic syndrome",1
"Premier Long Term Care Pharm","Anorexia nervosa",1
"Premier Long Term Care Pharm",Stroke,1
"Premier Long Term Care Pharm","Guillain–Barré syndrome",1
"Premier Long Term Care Pharm",Atherosclerosis,1
"Prescription Hope",Total,16
"Prescription Hope",Psoriasis,3
"Prescription Hope","Anxiety disorder",2
"Prescription Hope","Autoimmune diseases",2
"Prescription Hope","Multiple sclerosis",2
"Prescription Hope",Asthma,1
"Prescription Hope","Crohn's disease",1
"Prescription Hope","Guillain–Barré syndrome",1
"Prescription Hope","Anorexia nervosa",1
"Prescription Hope",Stroke,1
"Prescription Hope","Thromboangiitis obliterans",1
"Prescription Hope","Tourette syndrome",1
"Prescription Lifeline",Total,19
"Prescription Lifeline","Dilated cardiomyopathy",2
"Prescription Lifeline",Stroke,2
"Prescription Lifeline",Schizophrenia,2
"Prescription Lifeline",Lupus,1
"Prescription Lifeline","Metabolic syndrome",1
"Prescription Lifeline","Myocardial infarction",1
"Prescription Lifeline",Obesity,1
"Prescription Lifeline","Panic disorder",1
"Prescription Lifeline","Parkinson's disease",1
"Prescription Lifeline",Psoriasis,1
"Prescription Lifeline","Rheumatoid arthritis",1
"Prescription Lifeline",Sarcoidosis,1
"Prescription Lifeline","Attention deficit hyperactivity disorder",1
"Prescription Lifeline","Thromboangiitis obliterans",1
"Prescription Lifeline","Amyotrophic lateral sclerosis",1
"Prescription Lifeline","Chronic fatigue syndrome",1
"Pride Pharmacy",Total,19
"Pride Pharmacy",Cancer,2
"Pride Pharmacy","Chronic obstructive pulmonary disease",2
"Pride Pharmacy","Coronary heart disease",2
"Pride Pharmacy",Stroke,2
"Pride Pharmacy","Anorexia nervosa",1
"Pride Pharmacy",Asthma,1
"Pride Pharmacy","Attention deficit hyperactivity disorder",1
"Pride Pharmacy","Autoimmune diseases",1
"Pride Pharmacy","Bipolar disorder",1
"Pride Pharmacy","Chronic fatigue syndrome",1
"Pride Pharmacy","Guillain–Barré syndrome",1
"Pride Pharmacy","Irritable bowel syndrome",1
"Pride Pharmacy","Myocardial infarction",1
"Pride Pharmacy","Obsessive–compulsive disorder",1
"Pride Pharmacy","Alzheimer's disease",1
"Priority Pharmacy",Total,18
"Priority Pharmacy","Amyotrophic lateral sclerosis",2
"Priority Pharmacy","Chronic obstructive pulmonary disease",2
"Priority Pharmacy","Anxiety disorder",1
"Priority Pharmacy","Attention deficit hyperactivity disorder",1
"Priority Pharmacy","Autoimmune diseases",1
"Priority Pharmacy","Coronary heart disease",1
"Priority Pharmacy","Diabetes mellitus type 2",1
"Priority Pharmacy","Dilated cardiomyopathy",1
"Priority Pharmacy","Guillain–Barré syndrome",1
"Priority Pharmacy","Myocardial infarction",1
"Priority Pharmacy",Obesity,1
"Priority Pharmacy",Sarcoidosis,1
"Priority Pharmacy","Tourette syndrome",1
"Priority Pharmacy",Vasculitis,1
"Priority Pharmacy","Multiple sclerosis",1
"Priority Pharmacy",Lupus,1
Protowell,Total,13
Protowell,"Guillain–Barré syndrome",2
Protowell,"Alzheimer's disease",1
Protowell,"Amyotrophic lateral sclerosis",1
Protowell,Atherosclerosis,1
Protowell,"Attention deficit hyperactivity disorder",1
Protowell,Depression,1
Protowell,"Low back pain",1
Protowell,"Metabolic syndrome",1
Protowell,Obesity,1
Protowell,"Obsessive–compulsive disorder",1
Protowell,Epilepsy,1
Protowell,"Dilated cardiomyopathy",1
"Providence Plaza",Total,24
"Providence Plaza","Amyotrophic lateral sclerosis",2
"Providence Plaza","Autoimmune diseases",2
"Providence Plaza",Obesity,2
"Providence Plaza","Obsessive–compulsive disorder",2
"Providence Plaza",Cancer,1
"Providence Plaza","Chronic fatigue syndrome",1
"Providence Plaza","Chronic obstructive pulmonary disease",1
"Providence Plaza","Coronary heart disease",1
"Providence Plaza","Crohn's disease",1
"Providence Plaza",Depression,1
"Providence Plaza","Diabetes mellitus type 1",1
"Providence Plaza","Guillain–Barré syndrome",1
"Providence Plaza","Low back pain",1
"Providence Plaza","Anorexia nervosa",1
"Providence Plaza","Anxiety disorder",1
"Providence Plaza",Psoriasis,1
"Providence Plaza",Sarcoidosis,1
"Providence Plaza",Vasculitis,1
"Providence Plaza",Autism,1
"Providence Plaza","Bipolar disorder",1
"Publix Pharmacy",Total,19
"Publix Pharmacy",Atherosclerosis,2
"Publix Pharmacy","Diabetes mellitus type 2",2
"Publix Pharmacy",Lupus,2
"Publix Pharmacy","Alzheimer's disease",2
"Publix Pharmacy","Anorexia nervosa",1
"Publix Pharmacy","Autoimmune diseases",1
"Publix Pharmacy",Cancer,1
"Publix Pharmacy","Chronic fatigue syndrome",1
"Publix Pharmacy","Crohn's disease",1
"Publix Pharmacy","Diabetes mellitus type 1",1
"Publix Pharmacy",Epilepsy,1
"Publix Pharmacy","Myocardial infarction",1
"Publix Pharmacy","Parkinson's disease",1
"Publix Pharmacy","Rheumatoid arthritis",1
"Publix Pharmacy","Thromboangiitis obliterans",1
"Pure Care Pharmacy",Total,14
"Pure Care Pharmacy","Obsessive–compulsive disorder",3
"Pure Care Pharmacy","Alzheimer's disease",2
"Pure Care Pharmacy",Psoriasis,2
"Pure Care Pharmacy",Dementia,1
"Pure Care Pharmacy","Metabolic syndrome",1
"Pure Care Pharmacy","Multiple sclerosis",1
"Pure Care Pharmacy",Sarcoidosis,1
"Pure Care Pharmacy",Stroke,1
"Pure Care Pharmacy","Thromboangiitis obliterans",1
"Pure Care Pharmacy",Vasculitis,1
"Pure Life",Total,13
"Pure Life","Autoimmune diseases",2
"Pure Life","Panic disorder",2
"Pure Life","Anxiety disorder",1
"Pure Life",Cancer,1
"Pure Life","Coronary heart disease",1
"Pure Life","Low back pain",1
"Pure Life",Lupus,1
"Pure Life","Multiple sclerosis",1
"Pure Life",Sarcoidosis,1
"Pure Life",Stroke,1
"Pure Life","Tourette syndrome",1
RefillWise,Total,9
RefillWise,"Chronic obstructive pulmonary disease",2
RefillWise,"Anxiety disorder",1
RefillWise,"Chronic fatigue syndrome",1
RefillWise,"Diabetes mellitus type 2",1
RefillWise,Lupus,1
RefillWise,"Myocardial infarction",1
RefillWise,Schizophrenia,1
RefillWise,"Diabetes mellitus type 1",1
"Rejuvva Drugs",Total,21
"Rejuvva Drugs","Tourette syndrome",2
"Rejuvva Drugs","Bipolar disorder",1
"Rejuvva Drugs","Chronic fatigue syndrome",1
"Rejuvva Drugs",Dementia,1
"Rejuvva Drugs","Diabetes mellitus type 1",1
"Rejuvva Drugs",Epilepsy,1
"Rejuvva Drugs","Irritable bowel syndrome",1
"Rejuvva Drugs","Low back pain",1
"Rejuvva Drugs","Metabolic syndrome",1
"Rejuvva Drugs","Myocardial infarction",1
"Rejuvva Drugs",Obesity,1
"Rejuvva Drugs","Obsessive–compulsive disorder",1
"Rejuvva Drugs","Parkinson's disease",1
"Rejuvva Drugs","Rheumatoid arthritis",1
"Rejuvva Drugs",Sarcoidosis,1
"Rejuvva Drugs",Stroke,1
"Rejuvva Drugs","Anxiety disorder",1
"Rejuvva Drugs",Vasculitis,1
"Rejuvva Drugs",Asthma,1
"Rejuvva Drugs","Attention deficit hyperactivity disorder",1
"Reliable Pharmacy",Total,14
"Reliable Pharmacy","Diabetes mellitus type 2",2
"Reliable Pharmacy",Epilepsy,2
"Reliable Pharmacy","Rheumatoid arthritis",2
"Reliable Pharmacy","Attention deficit hyperactivity disorder",1
"Reliable Pharmacy","Chronic obstructive pulmonary disease",1
"Reliable Pharmacy","Diabetes mellitus type 1",1
"Reliable Pharmacy","Irritable bowel syndrome",1
"Reliable Pharmacy",Lupus,1
"Reliable Pharmacy","Parkinson's disease",1
"Reliable Pharmacy",Schizophrenia,1
"Reliable Pharmacy","Autoimmune diseases",1
"Reliable Rexall",Total,15
"Reliable Rexall",Atherosclerosis,2
"Reliable Rexall","Autoimmune diseases",2
"Reliable Rexall",Dementia,2
"Reliable Rexall","Rheumatoid arthritis",2
"Reliable Rexall","Guillain–Barré syndrome",2
"Reliable Rexall","Attention deficit hyperactivity disorder",1
"Reliable Rexall","Chronic obstructive pulmonary disease",1
"Reliable Rexall","Irritable bowel syndrome",1
"Reliable Rexall",Psoriasis,1
"Reliable Rexall",Sarcoidosis,1
"Revco Discount Drugs",Total,19
"Revco Discount Drugs",Depression,2
"Revco Discount Drugs","Parkinson's disease",2
"Revco Discount Drugs","Diabetes mellitus type 2",2
"Revco Discount Drugs",Lupus,2
"Revco Discount Drugs",Vasculitis,2
"Revco Discount Drugs","Coronary heart disease",1
"Revco Discount Drugs","Diabetes mellitus type 1",1
"Revco Discount Drugs","Myocardial infarction",1
"Revco Discount Drugs",Obesity,1
"Revco Discount Drugs","Panic disorder",1
"Revco Discount Drugs",Psoriasis,1
"Revco Discount Drugs","Anxiety disorder",1
"Revco Discount Drugs","Autoimmune diseases",1
"Revco Discount Drugs","Chronic obstructive pulmonary disease",1
"Right Drugs",Total,22
"Right Drugs","Anxiety disorder",2
"Right Drugs","Autoimmune diseases",2
"Right Drugs","Diabetes mellitus type 2",2
"Right Drugs","Tourette syndrome",2
"Right Drugs","Anorexia nervosa",1
"Right Drugs",Asthma,1
"Right Drugs",Autism,1
"Right Drugs","Chronic obstructive pulmonary disease",1
"Right Drugs",Depression,1
"Right Drugs","Diabetes mellitus type 1",1
"Right Drugs","Irritable bowel syndrome",1
"Right Drugs",Lupus,1
"Right Drugs","Metabolic syndrome",1
"Right Drugs","Myocardial infarction",1
"Right Drugs","Rheumatoid arthritis",1
"Right Drugs",Sarcoidosis,1
"Right Drugs",Vasculitis,1
"Right Drugs","Alzheimer's disease",1
"Rite Aid",Total,21
"Rite Aid","Low back pain",3
"Rite Aid","Thromboangiitis obliterans",3
"Rite Aid","Metabolic syndrome",2
"Rite Aid",Cancer,1
"Rite Aid","Chronic fatigue syndrome",1
"Rite Aid",Dementia,1
"Rite Aid","Diabetes mellitus type 1",1
"Rite Aid",Epilepsy,1
"Rite Aid","Myocardial infarction",1
"Rite Aid",Obesity,1
"Rite Aid","Rheumatoid arthritis",1
"Rite Aid",Stroke,1
"Rite Aid","Alzheimer's disease",1
"Rite Aid","Tourette syndrome",1
"Rite Aid",Asthma,1
"Rite Aid",Atherosclerosis,1
"Rocky’s Drug",Total,23
"Rocky’s Drug","Rheumatoid arthritis",3
"Rocky’s Drug",Cancer,2
"Rocky’s Drug","Chronic fatigue syndrome",2
"Rocky’s Drug","Anorexia nervosa",1
"Rocky’s Drug","Anxiety disorder",1
"Rocky’s Drug",Asthma,1
"Rocky’s Drug",Atherosclerosis,1
"Rocky’s Drug","Attention deficit hyperactivity disorder",1
"Rocky’s Drug","Chronic obstructive pulmonary disease",1
"Rocky’s Drug","Crohn's disease",1
"Rocky’s Drug","Alzheimer's disease",1
"Rocky’s Drug",Depression,1
"Rocky’s Drug",Epilepsy,1
"Rocky’s Drug","Metabolic syndrome",1
"Rocky’s Drug",Obesity,1
"Rocky’s Drug","Parkinson's disease",1
"Rocky’s Drug",Dementia,1
"Rocky’s Drug","Thromboangiitis obliterans",1
"Rocky’s Drug",Schizophrenia,1
"Roosevelt Clinic",Total,16
"Roosevelt Clinic","Chronic fatigue syndrome",2
"Roosevelt Clinic","Myocardial infarction",2
"Roosevelt Clinic","Obsessive–compulsive disorder",2
"Roosevelt Clinic","Alzheimer's disease",1
"Roosevelt Clinic","Diabetes mellitus type 2",1
"Roosevelt Clinic","Guillain–Barré syndrome",1
"Roosevelt Clinic",Lupus,1
"Roosevelt Clinic","Metabolic syndrome",1
"Roosevelt Clinic","Anxiety disorder",1
"Roosevelt Clinic",Atherosclerosis,1
"Roosevelt Clinic",Stroke,1
"Roosevelt Clinic",Autism,1
"Roosevelt Clinic",Cancer,1
"RX Express",Total,24
"RX Express","Chronic obstructive pulmonary disease",2
"RX Express",Asthma,2
"RX Express","Low back pain",2
"RX Express",Psoriasis,2
"RX Express","Rheumatoid arthritis",2
"RX Express",Autism,1
"RX Express","Autoimmune diseases",1
"RX Express","Bipolar disorder",1
"RX Express","Crohn's disease",1
"RX Express","Diabetes mellitus type 2",1
"RX Express",Epilepsy,1
"RX Express","Irritable bowel syndrome",1
"RX Express","Anxiety disorder",1
"RX Express",Obesity,1
"RX Express",Sarcoidosis,1
"RX Express",Schizophrenia,1
"RX Express","Thromboangiitis obliterans",1
"RX Express","Tourette syndrome",1
"RX Express","Alzheimer's disease",1
"RX Universal",Total,20
"RX Universal",Dementia,2
"RX Universal","Chronic obstructive pulmonary disease",2
"RX Universal",Stroke,2
"RX Universal","Bipolar disorder",1
"RX Universal","Coronary heart disease",1
"RX Universal","Attention deficit hyperactivity disorder",1
"RX Universal",Depression,1
"RX Universal","Diabetes mellitus type 1",1
"RX Universal","Diabetes mellitus type 2",1
"RX Universal","Irritable bowel syndrome",1
"RX Universal",Lupus,1
"RX Universal","Anxiety disorder",1
"RX Universal","Rheumatoid arthritis",1
"RX Universal",Schizophrenia,1
"RX Universal","Chronic fatigue syndrome",1
"RX Universal","Alzheimer's disease",1
"RX Universal","Myocardial infarction",1
RxToMe,Total,19
RxToMe,"Crohn's disease",3
RxToMe,Vasculitis,3
RxToMe,"Panic disorder",2
RxToMe,Dementia,2
RxToMe,"Diabetes mellitus type 1",1
RxToMe,"Dilated cardiomyopathy",1
RxToMe,Epilepsy,1
RxToMe,"Myocardial infarction",1
RxToMe,Obesity,1
RxToMe,"Attention deficit hyperactivity disorder",1
RxToMe,Cancer,1
RxToMe,"Chronic fatigue syndrome",1
RxToMe,Depression,1
Rxtra,Total,20
Rxtra,Depression,2
Rxtra,"Irritable bowel syndrome",2
Rxtra,"Amyotrophic lateral sclerosis",2
Rxtra,"Anorexia nervosa",1
Rxtra,Asthma,1
Rxtra,"Autoimmune diseases",1
Rxtra,"Chronic obstructive pulmonary disease",1
Rxtra,"Crohn's disease",1
Rxtra,"Diabetes mellitus type 2",1
Rxtra,"Metabolic syndrome",1
Rxtra,"Myocardial infarction",1
Rxtra,Obesity,1
Rxtra,"Panic disorder",1
Rxtra,"Parkinson's disease",1
Rxtra,"Rheumatoid arthritis",1
Rxtra,Sarcoidosis,1
Rxtra,Stroke,1
"Sand Point Pharmacy",Total,20
"Sand Point Pharmacy","Irritable bowel syndrome",3
"Sand Point Pharmacy","Attention deficit hyperactivity disorder",2
"Sand Point Pharmacy","Bipolar disorder",2
"Sand Point Pharmacy","Guillain–Barré syndrome",2
"Sand Point Pharmacy","Obsessive–compulsive disorder",2
"Sand Point Pharmacy",Atherosclerosis,1
"Sand Point Pharmacy","Alzheimer's disease",1
"Sand Point Pharmacy","Metabolic syndrome",1
"Sand Point Pharmacy","Myocardial infarction",1
"Sand Point Pharmacy","Anorexia nervosa",1
"Sand Point Pharmacy","Panic disorder",1
"Sand Point Pharmacy",Schizophrenia,1
"Sand Point Pharmacy","Chronic obstructive pulmonary disease",1
"Sand Point Pharmacy",Epilepsy,1
Sav-On,Total,26
Sav-On,"Myocardial infarction",3
Sav-On,"Tourette syndrome",2
Sav-On,"Diabetes mellitus type 2",2
Sav-On,"Parkinson's disease",2
Sav-On,"Amyotrophic lateral sclerosis",1
Sav-On,"Anxiety disorder",1
Sav-On,Asthma,1
Sav-On,"Attention deficit hyperactivity disorder",1
Sav-On,"Autoimmune diseases",1
Sav-On,Cancer,1
Sav-On,Epilepsy,1
Sav-On,"Irritable bowel syndrome",1
Sav-On,"Low back pain",1
Sav-On,"Multiple sclerosis",1
Sav-On,"Obsessive–compulsive disorder",1
Sav-On,Psoriasis,1
Sav-On,Schizophrenia,1
Sav-On,"Thromboangiitis obliterans",1
Sav-On,"Chronic fatigue syndrome",1
Sav-On,"Alzheimer's disease",1
Sav-On,Obesity,1
ScriptSave,Total,15
ScriptSave,"Myocardial infarction",2
ScriptSave,"Anxiety disorder",2
ScriptSave,Autism,1
ScriptSave,"Bipolar disorder",1
ScriptSave,Cancer,1
ScriptSave,"Diabetes mellitus type 1",1
ScriptSave,"Diabetes mellitus type 2",1
ScriptSave,"Attention deficit hyperactivity disorder",1
ScriptSave,"Panic disorder",1
ScriptSave,Psoriasis,1
ScriptSave,Schizophrenia,1
ScriptSave,"Thromboangiitis obliterans",1
ScriptSave,"Irritable bowel syndrome",1
"ScriptSite Specialty",Total,20
"ScriptSite Specialty","Metabolic syndrome",3
"ScriptSite Specialty",Vasculitis,2
"ScriptSite Specialty","Amyotrophic lateral sclerosis",1
"ScriptSite Specialty","Anorexia nervosa",1
"ScriptSite Specialty",Asthma,1
"ScriptSite Specialty","Attention deficit hyperactivity disorder",1
"ScriptSite Specialty","Chronic fatigue syndrome",1
"ScriptSite Specialty",Depression,1
"ScriptSite Specialty",Epilepsy,1
"ScriptSite Specialty","Irritable bowel syndrome",1
"ScriptSite Specialty","Low back pain",1
"ScriptSite Specialty",Obesity,1
"ScriptSite Specialty",Psoriasis,1
"ScriptSite Specialty",Stroke,1
"ScriptSite Specialty","Thromboangiitis obliterans",1
"ScriptSite Specialty",Dementia,1
"ScriptSite Specialty","Diabetes mellitus type 2",1
"Sharp Specialty Pharmacy",Total,16
"Sharp Specialty Pharmacy",Atherosclerosis,2
"Sharp Specialty Pharmacy","Thromboangiitis obliterans",2
"Sharp Specialty Pharmacy","Autoimmune diseases",2
"Sharp Specialty Pharmacy","Anxiety disorder",1
"Sharp Specialty Pharmacy","Coronary heart disease",1
"Sharp Specialty Pharmacy","Crohn's disease",1
"Sharp Specialty Pharmacy","Diabetes mellitus type 1",1
"Sharp Specialty Pharmacy","Rheumatoid arthritis",1
"Sharp Specialty Pharmacy",Schizophrenia,1
"Sharp Specialty Pharmacy","Alzheimer's disease",1
"Sharp Specialty Pharmacy","Tourette syndrome",1
"Sharp Specialty Pharmacy","Anorexia nervosa",1
